2023,8,11,"Burnley","Manchester City",0,3
2023,8,12,"Bournemouth","West Ham",1,1
2023,8,12,"Arsenal","Nottingham",2,1
2023,8,12,"Brighton","Luton",4,1
2023,8,12,"Everton","Fulham",0,1
2023,8,12,"Newcastle","Aston Villa",5,1
2023,8,12,"Sheffield United","Crystal Palace",0,1
2023,8,13,"Brentford","Tottenham",2,2
2023,8,13,"Chelsea","Liverpool",1,1
2023,8,14,"Manchester United","Wolverhampton",1,0
2023,8,18,"Nottingham","Sheffield United",2,1
2023,8,19,"Fulham","Brentford",0,3
2023,8,19,"Liverpool","Bournemouth",3,1
2023,8,19,"Manchester City","Newcastle",1,0
2023,8,19,"Tottenham","Manchester United",2,0
2023,8,19,"Wolverhampton","Brighton",1,4
2023,8,20,"Aston Villa","Everton",4,0
2023,8,20,"West Ham","Chelsea",3,1
2023,8,21,"Crystal Palace","Arsenal",0,1
2023,8,25,"Chelsea","Luton",3,0
2023,8,26,"Bournemouth","Tottenham",0,2
2023,8,26,"Arsenal","Fulham",2,2
2023,8,26,"Brentford","Crystal Palace",1,1
2023,8,26,"Brighton","West Ham",1,3
2023,8,26,"Everton","Wolverhampton",0,1
2023,8,26,"Manchester United","Nottingham",3,2
2023,8,27,"Burnley","Aston Villa",1,3
2023,8,27,"Newcastle","Liverpool",1,2
2023,8,27,"Sheffield United","Manchester City",1,2
2023,9,1,"Luton","West Ham",1,2
2023,9,2,"Brentford","Bournemouth",2,2
2023,9,2,"Brighton","Newcastle",3,1
2023,9,2,"Burnley","Tottenham",2,5
2023,9,2,"Chelsea","Nottingham",0,1
2023,9,2,"Manchester City","Fulham",5,1
2023,9,2,"Sheffield United","Everton",2,2
2023,9,3,"Arsenal","Manchester United",3,1
2023,9,3,"Crystal Palace","Wolverhampton",3,2
2023,9,3,"Liverpool","Aston Villa",3,0
2023,9,16,"Aston Villa","Crystal Palace",3,1
2023,9,16,"Fulham","Luton",1,0
2023,9,16,"Manchester United","Brighton",1,3
2023,9,16,"Newcastle","Brentford",1,0
2023,9,16,"Tottenham","Sheffield United",2,1
2023,9,16,"West Ham","Manchester City",1,3
2023,9,16,"Wolverhampton","Liverpool",1,3
2023,9,17,"Bournemouth","Chelsea",0,0
2023,9,17,"Everton","Arsenal",0,1
2023,9,18,"Nottingham","Burnley",1,1
2023,9,23,"Brentford","Everton",1,3
2023,9,23,"Burnley","Manchester United",0,1
2023,9,23,"Crystal Palace","Fulham",0,0
2023,9,23,"Luton","Wolverhampton",1,1
2023,9,23,"Manchester City","Nottingham",2,0
2023,9,24,"Arsenal","Tottenham",2,2
2023,9,24,"Brighton","Bournemouth",3,1
2023,9,24,"Chelsea","Aston Villa",0,1
2023,9,24,"Liverpool","West Ham",3,1
2023,9,24,"Sheffield United","Newcastle",0,8
2023,9,30,"Bournemouth","Arsenal",0,4
2023,9,30,"Aston Villa","Brighton",6,1
2023,9,30,"Everton","Luton",1,2
2023,9,30,"Manchester United","Crystal Palace",0,1
2023,9,30,"Newcastle","Burnley",2,0
2023,9,30,"Tottenham","Liverpool",2,1
2023,9,30,"West Ham","Sheffield United",2,0
2023,9,30,"Wolverhampton","Manchester City",2,1
2023,10,1,"Nottingham","Brentford",1,1
2023,10,2,"Fulham","Chelsea",0,2
2023,10,3,"Luton","Burnley",1,2
2023,10,7,"Burnley","Chelsea",1,4
2023,10,7,"Crystal Palace","Nottingham",0,0
2023,10,7,"Everton","Bournemouth",3,0
2023,10,7,"Fulham","Sheffield United",3,1
2023,10,7,"Luton","Tottenham",0,1
2023,10,7,"Manchester United","Brentford",2,1
2023,10,8,"Arsenal","Manchester City",1,0
2023,10,8,"Brighton","Liverpool",2,2
2023,10,8,"West Ham","Newcastle",2,2
2023,10,8,"Wolverhampton","Aston Villa",1,1
2023,10,21,"Bournemouth","Wolverhampton",1,2
2023,10,21,"Brentford","Burnley",3,0
2023,10,21,"Chelsea","Arsenal",2,2
2023,10,21,"Liverpool","Everton",2,0
2023,10,21,"Manchester City","Brighton",2,1
2023,10,21,"Newcastle","Crystal Palace",4,0
2023,10,21,"Nottingham","Luton",2,2
2023,10,21,"Sheffield United","Manchester United",1,2
2023,10,22,"Aston Villa","West Ham",4,1
2023,10,23,"Tottenham","Fulham",2,0
2023,10,27,"Crystal Palace","Tottenham",1,2
2023,10,28,"Bournemouth","Burnley",2,1
2023,10,28,"Arsenal","Sheffield United",5,0
2023,10,28,"Chelsea","Brentford",0,2
2023,10,28,"Wolverhampton","Newcastle",2,2
2023,10,29,"Aston Villa","Luton",3,1
2023,10,29,"Brighton","Fulham",1,1
2023,10,29,"Liverpool","Nottingham",3,0
2023,10,29,"Manchester United","Manchester City",0,3
2023,10,29,"West Ham","Everton",0,1
2023,11,4,"Brentford","West Ham",3,2
2023,11,4,"Burnley","Crystal Palace",0,2
2023,11,4,"Everton","Brighton",1,1
2023,11,4,"Fulham","Manchester United",0,1
2023,11,4,"Manchester City","Bournemouth",6,1
2023,11,4,"Newcastle","Arsenal",1,0
2023,11,4,"Sheffield United","Wolverhampton",2,1
2023,11,5,"Luton","Liverpool",1,1
2023,11,5,"Nottingham","Aston Villa",2,0
2023,11,6,"Tottenham","Chelsea",1,4
